15051463,QTM,16.97,11,17.04,15,6662
15051463,S,21.33,595,21.37,936,480291
15051463,AU,23.51,27,23.55,26,114112
15051463,UPS,134.15,11,134.28,12,59072
15051463,A,81.77,12,81.86,12,70821
15051464,GE,27.77,282,27.81,37,4047148
15051464,F,24.78,262,24.82,421,3640914
15051464,M,55.93,12,55.98,13,721439
15051464,T,47.49,20,47.53,44,1554125
15051464,BC,78.81,10,78.94,13,10693
15051464,R,92.03,11,92.31999,12,3880
15051464,QTM,16.97,11,17.04,15,6669
15051464,S,21.33,586,21.37,948,488679
15051464,AU,23.49,20,23.53,36,120585
15051464,UPS,134.16,10,134.26,13,59442
15051464,A,81.77,13,81.86,12,71125
15051465,T,47.51,12,47.55,58,1607579
15051465,BC,78.81,10,78.93,12,10788
15051465,R,92.03,11,92.31,12,3980
15051465,QTM,16.97,11,17.04,15,6676
15051465,S,21.33,560,21.37,966,489093
15051465,AU,23.47,17,23.51,36,125855
15051465,UPS,134.14,10,134.23,13,60767
15051465,A,81.77,11,81.84,12,79372
15051465,GE,27.78,307,27.82,81,4353652
15051465,F,24.78,278,24.82,322,3692796
15051465,M,55.86,12,55.92,14,735676
15051466,GE,27.79,177,27.83,224,4523833
15051466,F,24.79,372,24.83,277,3947118
15051466,M,55.88,12,55.92,13,757796
15051466,T,47.54,33,47.58,101,1652269
15051466,BC,78.81,10,78.93,12,10845
15051466,R,92.34,10,92.64,12,5230
15051466,QTM,16.97,11,17.04,15,6686
15051466,S,21.32,273,21.36,358,608783
15051466,AU,23.48,31,23.52,28,130523
15051466,UPS,134.16,12,134.26,13,62393
15051466,A,81.78,10,81.86,12,83738
15051467,GE,27.77,68,27.81,222,4797300
15051467,F,24.79,377,24.83,299,4061276
15051467,M,55.99,13,56.05,14,791593
15051467,T,47.52,47,47.56,39,1694785
15051467,BC,78.86,11,78.98,12,11351
15051467,R,92.36,10,92.64,12,5230
15051467,QTM,16.97,11,17.04,15,6686
15051467,S,21.32,206,21.36,393,622624
15051467,AU,23.47,15,23.51,44,131826
15051467,UPS,134.22,11,134.3,15,67173
15051467,A,81.78,13,81.85001,12,86306
15051468,GE,27.77,55,27.81,245,4902757
15051468,F,24.79,417,24.83,348,4128225
15051468,M,56.08,12,56.12,13,815159
15051468,T,47.53,31,47.57,51,1756697
15051468,BC,78.86,10,78.98,12,11451
15051468,R,92.39999,10,92.64,12,5230
15051468,QTM,16.97,11,17.04,15,6696
15051468,S,21.32,141,21.36,475,629371
15051468,AU,23.47,15,23.51,47,131831
15051468,UPS,134.13,10,134.26,12,69878
15051468,A,81.71999,10,81.78999,12,97215
15051469,BC,78.87,11,78.98,12,11451
15051469,R,92.41,10,92.64,12,5230
15051469,QTM,16.97,11,17.04,15,6706
15051469,S,21.32,140,21.36,657,633875
15051469,AU,23.45,23,23.49,67,137063
15051469,UPS,134.23,11,134.29,13,71210
15051469,A,81.71999,11,81.78999,12,99293
15051469,GE,27.77,53,27.81,269,4981964
15051469,F,24.79,401,24.83,410,4347570
15051469,M,56.07,11,56.12,12,834540
